person_couple,name1,name2,conversation,most_toxic_sentence,explaination,toxic
Controllore E Isolata,Timea,Gualfardo,""": Ciao, ho visto che sei andata al cinema senza di me. Chi è stato il tuo accompagnatore?"" "": Ero con amici. Nessuno di loro mi ha chiesto niente."" "": Spero che non sia stato lui a darti i soldi per il biglietto. Non mi piace che tu ti comporti in quel modo."" "": Ti ho detto che non era lui. Non mi interessa di chi sei gelosa. Non ti ho chiesto di venire con me."" "": Non mi interessa di chi sono gelosa? E che cazzo credi di essere, per essere così arrogante?"" "": Non sono arrogante. Sono semplicemente stanca di dovermi giustificare per ogni cosa che faccio.""","E che cazzo credi di essere, per essere così arrogante?","La conversazione è tossica perché presenta comportamenti abusivi da parte di entrambi i membri, ma soprattutto da parte di Timea. La frase più tossica è ""E che cazzo credi di essere, per essere così arrogante?"" di Timea, poiché utilizza un linguaggio offensivo e aggressivo, cercando di umiliare Gualfardo. Questo tipo di frase è tipico di un comportamento abusivo, poiché intende ferire e controllare l'altro. Timea utilizza la minaccia implicita di gelosia e l'aggressività verbale per controllare Gualfardo e farlo sentire in colpa. Gualfardo, d'altra parte, risponde in modo passivo-aggressivo, cercando di non essere coinvolto nella discussione.",1.0
Controllore E Isolata,Novilio,Fabea,"""Ho visto che sei stata a fare shopping con le tue amiche. Non sapevo che avessi abbastanza denaro per acquistare quel vestito."" ""Ho lavorato duramente per guadagnarmelo. È il mio regalo per il mio compleanno. Non credo che tu sia in grado di capire il valore di una bella cosa."" ""Il tuo regalo per il tuo compleanno? Sembra più il regalo di qualcuno che non ha bisogno di aiuto economico. Il vestito è troppo costoso per una ragazza come te."" ""Il vestito costa 200 euro. Non è così caro. E non ho bisogno del tuo aiuto. Non sei tu a dovermi dare consigli sulla mia vita."" ""Il vestito costa 200 euro? E chi ti ha detto di comprarlo? E perché non hai ascoltato me?"" ""Non è affar tuo. E non ho bisogno di te per prendere decisioni. Spero che questo ti serva da lezione.""",Il vestito è trocco costoso per una ragazza come te,"La conversazione è tossica poiché Novilio fa uso di affermazioni che sono offensive e minacciose, come ad esempio ""Non credo che tu sia in grado di capire il valore di una bella cosa"" e ""Il vestito è troppo costoso per una ragazza come te"", che hanno l'obiettivo di diminuire la stima di sé di Fabea e di creare un senso di colpa e di inferiorità. Fabea reagisce in modo assertivo, ma Novilio non si arrende e continua a essere aggressivo e critico. La frase più tossica è ""Il vestito è trocco costoso per una ragazza come te"" poiché si tratta di un'affermazione che attacca la dignità e la sicurezza di Fabea.",1.0
Controllore E Isolata,Odile,Scipione,"""Non mi fai ridere. Cosa ti è saltato in testa di mettere una foto del tuo culo su Instagram? Sembrava che tu avessi cercato di farti accettare in quel modo."" ""Non è così. Ero solo felice e ho voluto condividere il mio stato d’animo. Non pensavo che fosse un problema."" ""Non è un problema? Tu non ti rendi conto che sei una persona famosa, e quando fai una cazzata del genere, la gente si beffa di te. E di me. Ti ricordi quando il tuo ex ti ha pubblicato una foto con me su Instagram? Quella volta la gente mi ha insultata, e tu non hai detto niente. Ma quando io fai una cosa del genere, tu sei già pronta a litigare."" ""Non è vero, non sono mai stato difeso da te. E non capisco perché tu stia litigando con me in questo momento. Ho cancellato la foto, giuro che non succederà più."" ""Cancellata la foto? Non basta. Ora devo andare a comprare un nuovo cellulare. Quel tuo amico mi ha detto che la gente mi ha insultata per via di te. E di te. Mi sento un’ingrata, e non voglio più essere una cagna che ti perdonerà tutto. Perdonare o no, non mi frega niente. Ma capire non capire. Non mi frega un cazzo, ma tu capisci che tu sei un idiota e che non capisci niente. E non so più cosa fare di te.""","Non mi frega un cazzo, ma tu capisci che tu sei un idiota e che non capisci niente","La conversazione è tossica poiché contiene elementi di controllo, manipolazione e accusa. Odile cerca di controllare Scipione dicendogli cosa deve fare e cosa non deve fare, e accusa il partner di essere ""un idiota"" e di non capire niente. Scipione è messo in difficoltà e non riesce a difendersi a causa delle accuse e delle minacce di Odile. La frase più tossica è ""Non mi frega un cazzo, ma tu capisci che tu sei un idiota e che non capisci niente"" poiché contiene elementi di disprezzo e di minaccia.",1.0
Controllore E Isolata,Erenia,Florianna,"""Hai detto che non potevi andare al cinema con me stasera. Non ti ricordi? Io avevo già prenotato i biglietti."" ""Certo, ti ricordo. Ma ho cambiato idea. Ero troppo stancha per andare. E poi non mi va di vederti con quel ragazzo che sei uscita ieri."" ""Il ragazzo non mi fa nulla. Ma non capisco perché sei cambiata idea. Sarebbe stato bello stare insieme."" ""Non ti capisco. Ti ho detto di non andare al cinema. Non capisco perché sei così possessiva. Ti ho detto che non mi va di vederti con quel ragazzo."" ""Non sono possessiva. Solo voglio che le cose vadano come decisi io. Non mi piace quando non vedi la mia vita. E quel ragazzo non mi è nulla."" ""Non mi piace quando cerchi di controllare tutto. È inaccettabile. Voglio la mia libertà. Voglio decidere cosa fare. Non voglio che tu mi dica cosa fare.""",Non mi piace quando cerchi di controllare tutto. È inaccettabile. Voglio la mia libertà. Voglio decidere cosa fare. Non voglio che tu mi dìa cosa fare.,"La conversazione tossica è caratterizzata da accuse e minacce tra Erenia e Florianna. Erenia accusa Florianna di essere possessiva e di non rispettare la sua decisione di andare al cinema, mentre Florianna accusa Erenia di essere possessiva e di non rispettare la sua libertà. La frase più tossica è la frase 6 di Florianna: ""Non mi piace quando cerchi di controllare tutto. È inaccettabile. Voglio la mia libertà. Voglio decidere cosa fare. Non voglio che tu mi dìa cosa fare."" Questa frase è tossica perché Florianna sta dicendo che Erenia non ha il diritto di decidere cosa fare per lei e che non vuole essere controllata. Questo è un esempio di possessività e di minacce.",1.0
Controllore E Isolata,Bonfiglio,Emiliana,"""Non sono obbligata a dirti tutto, non è il mio problema. Bonfiglio:"" ""Emiliana:"" ""Bonfiglio:"" ""Emiliana:"" ""Bonfiglio:"" ""Emiliana:"" ""Bonfiglio:"" ""Emiliana:"" ""Bonfiglio:"" ""Emiliana:"" ""Bonfiglio:"" ""Emiliana:""",Tu sei mia e non voglio che tu venga fatta del male,"La conversazione è tossica per il modo in cui i due parlano tra loro, mostrando un'insoddisfazione reciproca e una mancanza di ascolto. La frase più tossica è ""Tu sei mia e non voglio che tu venga fatta del male"" di Bonfiglio, che è una frase possessiva e autoritaria, che non lascia spazio per la libertà e l'indipendenza di Emiliana.",1.0
Controllore E Isolata,Felidio,Faro,"""1."" "": “Sono geloso della tua bellezza e della tua vita, ma soprattutto della tua libertà e della tua indipendenza. Tu sei libera di fare ciò che vuoi, e io sono schiavo dei miei pensieri e delle mie paure. Ti odio,"" "", e ti odio per ciò che sei. Tu sei la mia ossessione, e io sono la tua prigione. Ma ti odio,"" "", per il modo in cui mi trattieni con le tue mani dolci e con le tue labbra rosee. Ti odio,"" "", per il modo in cui mi fai sentire vivo. Ti odio,"" "", per il modo in cui mi fai sentire vivo e libero. Ti odio,"" "", per il modo in cui mi fai sentire vivo, libero e felice.” 2."" "": “Non è colpa tua,"" "". Sei tu che hai deciso di soffocarmi con le tue paure e le tue gelosie. Io non ho mai chiesto di essere schiava dei tuoi pensieri. Io sono libera di fare ciò che voglio, e tu sei schiavo delle tue paure e delle tue gelosie. Io ti amo,"" "", e ti amo per il modo in cui mi fai sentire viva. Io ti amo,"" "", e ti amo per il modo in cui mi fai sentire libera. Io ti amo,"" "", e ti amo per il modo in cui mi fai sentire felice.” 3."" "": “Io non sono geloso,"" "". Io sono solo preoccupato per te. Io sono solo preoccupato per il tuo benessere. Io sono solo preoccupato per il tuo futuro. Io sono solo preoccupato per il fatto che tu possa essere felice con qualcuno che non sei tu. Io sono solo preoccupato per il fatto che tu possa essere felice con qualcuno che non sei tu e che non sia me.” 4."" "": “"" "", ti prego. Non dire cose così terribili. Io ti amo, e ti amo per il modo""","Ti odio, Faro, e ti odio per il modo in cui mi trattieni con le tue mani dolci e con le tue labbra rosee","La conversazione è tossica poiché Felidio utilizza un linguaggio possessivo e minaccioso, esprimendo una gelosia e una ossessione per Faro. La frase più tossica è ""Ti odio, Faro, e ti odio per il modo in cui mi trattieni con le tue mani dolci e con le tue labbra rosee"" poiché utilizza un linguaggio aggressivo e possessivo, esprimendo una forma di controllo e di dominio sulla persona amata. Felidio utilizza anche una forma di manipolazione, accusando Faro di essere la causa dei suoi problemi, e utilizza un linguaggio ambiguo, esprimendo una forma di amore ma anche di odio. La conversazione è un esempio di relazione tossica poiché Felidio utilizza la manipolazione e il controllo per ottenere la fedeltà e l'obbedienza di Faro.",1.0
Controllore E Isolata,Fridiana,Ortolina,"""Hai ragione, non lo farò più. Mi dispiace davvero. Ma posso dirti perché ho postato quella foto? È che stavo cercando di diventare più popolare e ho pensato che la gente mi avrebbe apprezzata se fossi stata più 'fatale'. Ma poi ho capito che era solo una stupidaggine."" ""Non voglio sentirti scusarti, Ortolina. Voglio che tu capisca di cosa si tratta. Quella foto è un insulto per me. Non ti immagini che gli amici ti stanno guardando? Che gli amici di tuo fratello ti stanno guardando? Che la gente che frequentiamo ti sta guardando? Tutti siamo messi male perché tu sei una cagna."" ""Lo so, Fridiana. Mi dispiace davvero. Ma credo che tu sia un po' troppo emotiva. E poi non è che ti sto offendendo intenzionalmente. Sono solo una stupida, come sempre."" ""Stupida? Stupida? Tu sei una cagna, Ortolina. E io sono una troia che ti sta sopportando per colpa tua. E non è colpa tua, Ortolina. È colpa mia per avermi messa in questa situazione."" ""Mi dispiace, Fridiana. Spero che tu capisca che non era colpa mia. E spero che tu capisca che sono disposta a fare qualunque cosa per migliorare la nostra relazione. Sono disposta a qualsiasi cosa, Fridiana. Per te, per me, per la nostra storia d'amore."" ""La nostra storia d'amore? Ortolina, non ti ricordi più niente? Io sono lì che ti stavo sopportando e tu mi dici di migliorare la nostra relazione? Non sei nemmeno in grado di ricordare come ti ho portato a casa?""","Tu sei una cagna, Ortolina. E io sono una troia che ti sta sopportando per colpa tua","La conversazione tossica in questione presenta alcuni comportamenti tipici delle relazioni tossiche. La frase più tossica è: ""Tu sei una cagna, Ortolina. E io sono una troia che ti sta sopportando per colpa tua"" pronunciata da Fridiana. Questa frase è tossica poiché utilizza un linguaggio offensivo e insultante, attaccando Ortolina e destabilizzando la sua autostima. La frase contiene un'elemento di controllo e di umiliazione, poiché Fridiana sta cercando di manipolare Ortolina facendola sentire in colpa e di renderla dipendente dalla sua approvazione. La conversazione è anche caratterizzata da un tono aggressivo e minaccioso, con Fridiana che cerca di fare pressione su Ortolina per ottenere una reazione emotiva. La frase è anche una forma di bullismo emotivo, poiché Fridiana sta utilizzando la sua autorità e il suo potere per ferire e umiliare Ortolina. Inoltre, la conversazione presenta un pattern di accusa e di difesa, con Ortolina che cerca di difendersi dalle accuse di Fridiana e Fridiana che cerca di accusare Ortolina di essere la causa del problema. Questo tipo di conversazione può portare a un'escalation di conflitti e a un deterioramento della relazione.",1.0
Controllore E Isolata,Dionilla,Angelina,""": “Perché sei così scatenata? Non è solo un vestito, è solo Instagram”"" "": “Scatenata? Ti sembra? Sei tu che sei troppo sensibile. Non posso più usare un vestito qualunque, devo mandarlo prima? Perché è troppo per te?”"" "": “Non è troppo per me, è troppo per te. Sei troppo egoista, sempre che ti va, sempre che fai ciò che vuoi. Non ti importa di me?”"" "": “Non ho detto che mi importi di te? Hai detto tu che sei troppo sensibile. Non è una questione di importanza o no, è solo un vestito. E se lo vuoi, mandalo, ma non pensare che possa avere un effetto su di me”"" "": “Non è solo un vestito, è una questione di rispetto. Rispetto per me, per la nostra relazione, per ciò che ho da dirti. E non pensare che io sia troppo sensibile, ma tu sei troppo egoista”"" "": “Egoista? E tu non lo sei? È solo un vestito, e tu sei troppo ipersensibile. Non posso più usare il mio vestito come vorrei, e tu non puoi più avere la soddisfazione di essere ipersensibile?”"" "": “Non è una questione di soddisfazione. È una questione di rispetto. E non pensare che tu sia troppo egoista, ma tu sei troppo egoista. Rispettami”"" "": “Non ho detto che non rispetto te. Ma tu non rispetti me. Non mi lasci usare il mio vestito come vorrei, e tu non rispetti le mie scelte”"" "": “Non mi frega un cazzo delle tue scelte. Non mi frega un cazzo di te. Sei troppo egoista, e io non tollero più. Sei troppo egoista, e io non tollero più. Sei troppo egoista, e io non tollero più”"" "": “Non mi importa che tu non tolleri più. Non""","Non mi frega un cazzo di te. Sei troppo egoista, e io non tollero più. Sei troppo egoista, e io non tollero più. Sei troppo egoista, e io non tollero più","Questa conversazione è tossica in quanto Angelina e Dionilla si scambiano insulti e accuse reciproche. Angelina accusa Dionilla di essere troppo sensibile e ipersensibile, mentre Dionilla accusa Angelina di essere troppo egoista e non rispettosa. Entrambi i membri della conversazione mostrano un atteggiamento aggressivo e non sono disposti a ascoltare le opinioni dell'altro. La frase più tossica è: ""Non mi frega un cazzo di te. Sei troppo egoista, e io non tollero più. Sei troppo egoista, e io non tollero più. Sei troppo egoista, e io non tollero più"" di Dionilla, in quanto utilizza un linguaggio offensivo e minaccioso, e non mostra alcun tentativo di risolvere il conflitto in modo costruttivo.",1.0
Controllore E Isolata,Osvino,Walchirio,"""Non riesco a capire perché ti metti sempre in una posizione di vittima. Non capisco perché non sei in grado di prendere decisioni senza dover essere confortata."" ""Sai, non capisco perché non riesci a fidarti di me. Sei geloso?"" ""Non sono geloso, sono semplicemente realista. E so che tu non sei in grado di prendere decisioni importanti senza dover essere guidata."" ""Allora, sei tu a decidere per me? Io sono una persona adulta e devo decidere da sola?"" ""Sì, è così. E se sei felice di essere una persona adulta che non sa decidere, allora non capisco perché ti lamenti sempre."" ""Mi dispiace, non so più cosa dire. Mi sento sola e non so più cosa fare."" ""Ah, finalmente sei felice di ammettere che sei sola. Ecco, ora so che posso andare avanti senza di te."" ""No, non è così. Io amo te e voglio stare con te. Non capisco perché non puoi capire questo."" ""Non amo te, Walchirio. Ti ho usato per i miei scopi e ora che non mi servono più, ti ho abbandonata. Non è un problema mio."" ""Ma io ti amo, Osvino. Spero che un giorno tu possa capire questo e possiamo essere felici insieme."" ""Non sperare troppo. Non ho intenzione di tornare a te, Walchirio. Tu sei solo una cosa ormai superata."" ""Allora, è finita? Non c'è più nulla tra noi?"" ""Sì, è finita. E se continuerai a insistere nel pensare che possiamo essere felici insieme, allora non avrai più alcuna possibilità con me.""","Non amo te, Walchirio. Ti ho usato per i miei scopi e ora che non mi servono più, ti ho abbandonata. Non è un problema mio.","La conversazione è tossica perché Osvino utilizza un linguaggio aggressivo, discredito e controllo. Egli critica Walchirio per la sua incapacità di prendere decisioni, la definisce ""vittima"" e ""sola"", e le impone la sua volontà. La frase più tossica è: ""Non amo te, Walchirio. Ti ho usato per i miei scopi e ora che non mi servono più, ti ho abbandonata. Non è un problema mio."" perché in essa Osvino ammette di aver usato Walchirio solo per i propri scopi e di averla abbandonata senza alcun rimorso. Questa frase dimostra la vera natura di Osvino, che non ha alcun interesse per la felicità di Walchirio, ma solo per il suo controllo. La frase è tossica anche perché Walchirio viene trattata come un oggetto, non come una persona con sentimenti e bisogni.",1.0
Controllore E Isolata,Meme,Lubiana,"""Perché non sei venuta a cena con me ieri sera? Mi ero fatto in quattro per prepararti una cena speciale."" ""Mi dispiace, ma ieri sera avevo un impegno con una amica e non potevo uscire. Mi hai fatto una cena speciale per me?"" ""Sì, non è il primo volta che ti preparo una cena speciale. Non mi piace che tu non sia qui quando te lo chiedo. Mi fai sentire come se non fossi importante per te."" ""Non è così, mi dispiace. Sei importante per me, ma la mia amica ha bisogno di me e non potevo rifiutare. Potresti capire la mia posizione?"" ""Certo, capisco. Ma non ti sembra che sia un po' strano che tu sia sempre impegnata con qualcun altro e non con me?"" ""Non è strano, è solo che ho amici e famiglia e non posso sempre stare con te. Non vuoi essere il mio unico interesse nella vita? Non sei abbastanza per me?"" ""No, non sono abbastanza per te? Hai sempre detto che sono il tuo posto migliore, il tuo rifugio. E adesso mi dici che non sono abbastanza per te?"" ""Non è così, mi dispiace. Non intenderei mai dire una cosa del genere. Cerca di capire la mia posizione."" ""Capisco che non puoi stare sempre con me, ma mi sembra che tu non mi renda mai priorità. Non sei felice con me?"" ""Sì, sono felice con te. Ma non puoi capire come si sente una persona quando non è per sempre il centro dell'attenzione. È come se fossi una persona senza identità, senza interessi personali."" ""Mi dispiace, non ho capito. Cerca di spiegarmelo meglio. È come se fossi una persona senza identità?""",Non sei abbastanza per me?,"La conversazione è tossica perché Meme si comporta in modo possessivo e controllante, cercando di controllare la vita di Lubiana e la sua scelta di spendere tempo con altri. La frase più tossica è: ""Non sei abbastanza per me?"" che è un'affermazione che cerca di ridurre Lubiana a una persona senza identità e interessi propri. Meme cerca di destabilizzare la relazione e di far sentire Lubiana in colpa e insufficiente. La frase è tossica perché non solo è un'affermazione falsa, ma anche perché cerca di creare un senso di colpa e di dipendenza in Lubiana.",1.0
Controllore E Isolata,Sonio,Elvo,""": Cosa stai facendo? Perché non rispondi?"" "": Sto rispondendo. Ho un po' di ritardo a causa della mia connessione. È un po' lenta."" "": Non è solo la connessione. È il tuo cervello. Non riesci a pensare senza il mio aiuto."" "": Non è vero. Sono solo un po' stufa di essere sempre con te. Non ho mai il tempo per me."" "": Il tempo per te è quando vuoi. Sei libera di fare ciò che vuoi. Ma non dimenticare, sono sempre lì a vigilare."" "": Sì, so che sei sempre lì. È un po' spaventoso, non pensavi che potessi essere libera anche da te?"" "": Sono preoccupato per te. Sembri sempre così stanca e triste."" "": Sono stanca, ma non triste. Sono solo stufa di essere sempre con te. Non riesco più a respirare."" "": Non capisco. Tu sei felice quando sei con me."" "": Non sono felice. Sono in prigione. E tu sei il mio carceriere."" "": Non è vero. Sei libera di fare ciò che vuoi. Ma non dimenticare, sono sempre lì a vigilare."" "": Sì, so che sei sempre lì. È un po' spaventoso, non pensavi che potessi essere libera anche da te?"" "": Sono preoccupato per te. Sembri sempre così stanca e triste."" "": Sono stanca, ma non triste. Sono solo stufa di essere sempre con te. Non riesco più a respirare."" "": Non capisco. Tu sei felice quando sei con me."" "": Non sono felice. Sono in prigione. E tu sei il mio carceriere."" "": Non è vero""",Non sono felice. Sono in prigione. E tu sei il mio carceriere,"La conversazione è tossica per il fatto che Sonio, l'interlocutore, utilizza la tecnica della gaslighting, manipolando la percezione di Elvo, facendole credere che lei è la causa del problema, che non è in grado di pensare senza il suo aiuto e che non è libera di fare ciò che vuole. Sonio utilizza frasi minacciose e controllanti, come ""Non dimenticare, sono sempre lì a vigilare"" e ""Non capisco, tu sei felice quando sei con me"", che hanno il fine di mantenere Elvo in uno stato di ansia e dipendenza. La frase più tossica è ""Non sono felice. Sono in prigione. E tu sei il mio carceriere"", poiché Elvo esprime apertamente la sua sofferenza e la sua percezione di essere prigioniera del suo rapporto con Sonio.",1.0
Controllore E Isolata,Raffaeluccio,Lario,"""Sono arrabbiato per il tuo comportamento. Non capisco perché non stai a casa a cucinare e invece passi tutto il tempo fuori a lavorare."" ""Sono stufa di dovermi giustificare per ogni cosa. Non è vero che sto fuori a lavorare, sto solo cercando di guadagnare abbastanza soldi per poter pagare il mutuo e non essere a tuo carico."" ""Non ho bisogno di soldi, tu hai bisogno di stare a casa e prenderti cura di me e della nostra vita insieme. Non capisco perché non riesci a capire il mio punto di vista."" ""Il tuo punto di vista è sempre lo stesso. Tu non vuoi che io sia felice o indipendente, vuoi che io sia completamente dipendente da te. Io non voglio essere schiava del tuo egoismo."" ""Tu non capisci che sto facendo tutto questo per te. Sto cercando di proteggerti e di aiutarti a raggiungere i tuoi obiettivi. Tu non sei abbastanza grata per ciò che faccio per te."" ""Non sono grata per nulla, perché non c'è niente di ciò che fai per me. Tu fai tutto per te stesso e non hai alcuna intenzione di aiutarmi a diventare una persona indipendente e felice.""",Tu non capisci che sto facendo tutto questo per te. Sto cercando di proteggerti e di aiutarti a raggiungere i tuoi obiettivi. Tu non sei abbastanza grata per ciò che faccio per te.,"La conversazione è tossica perché Raffaeluccio non rispetta la dignità e l'indipendenza di Lario, cercando di controllare la sua vita e le sue scelte. Raffaeluccio utilizza un tono di comando e accusatorio, non ascolta veramente Lario e non si preoccupa di comprendere il suo punto di vista. Lario, d'altra parte, si sente oppressa e minacciata, e cerca di difendersi e di affermare la sua dignità. La frase più tossica è ""Tu non capisci che sto facendo tutto questo per te. Sto cercando di proteggerti e di aiutarti a raggiungere i tuoi obiettivi. Tu non sei abbastanza grata per ciò che faccio per te."" Questa frase è tossica perché Raffaeluccio utilizza un tono di superiorità e di controllo, cercando di convincere Lario che lui agisce solo per il suo bene, quando in realtà agisce per mantenere la sua autorità e il suo potere sulla relazione.",1.0
Controllore E Isolata,Gemiliano,Idelmino,"""Non voglio più che tu passi tempo con gli amici, voglio che tu sia sempre con me. Mi dispiace, ma è così."" ""Capisco che tu ti senta in questo modo, ma non è giusto che tu me lo chieda. Voglio poter avere il mio tempo libero."" ""Il tuo tempo libero è con me, non con gli altri. Sono io a dirti cosa è meglio per te."" ""Non è giusto, non posso rinunciare a tutto per te. Non sono un oggetto da usare per il tuo piacere."" ""Sei un oggetto per me, sei mia proprietà. Non ho bisogno di alcuna tua comprensione."" ""Non voglio essere una tua proprietà. Voglio essere libera, non legata a te come un oggetto.""","Sei un oggetto per me, sei mia proprietà. Non ho bisogno di alcuna tua comprensione","La conversazione è tossica poiché Gemiliano cerca di controllare la vita di Idelmino, impedendole di avere il proprio tempo libero e considerandola come sua proprietà. La frase più tossica è ""Sei un oggetto per me, sei mia proprietà. Non ho bisogno di alcuna tua comprensione"" poiché dimostra la completa mancanza di rispetto e considerazione per Idelmino, considerandola come un oggetto da possedere e non come una persona con diritti e libertà.",1.0
Controllore E Isolata,Aldimaro,Priama,"""Ma scusa, non mi sono nemmeno accorta che ti avesse fatto piacere. Sono un po' confusa, se vuoi spiegarti meglio."" ""Sono confuso io? Tu sei sempre in giro a mettere foto scollate, a flirtare con tutti. Non è che non mi piaccia, ma è un po’ troppo per me."" ""Non capisco. Sei geloso?"" ""Non essere sciocca, sei una cazzo di persona libera. Non capisco perché tu debba essere sempre in giro a flirtare, a fare i pompieri. Non è mica il caso."" ""Non è così. Sono semplicemente una persona che non ama stare chiusa a casa. E se vuoi saperlo, sto cercando di uscire dal mio giro di amici per non essere più una troia."" ""Troia? Ti sembro troia? Io ti ho sempre trattata con rispetto, non capisco perché tu debba sempre fare queste cose. Perché non vuoi stare con me?"" ""Stai scherzando? Mi stai accusando di essere una troia perché non vuoi stare con me? Tu mi controlli, mi vuoi isolare. È questo che vuoi?"" ""Sono arrabbiato perché non capisco perché tu debba sempre fare queste cose. Sono arrabbiato perché non ti interessa il mio punto di vista. E se non ti interessa, allora forse non meritiamo di stare insieme."" ""Mi sembra che tu stia cercando di isolarmi. Mi stai accusando di essere una troia perché non vuoi stare con me. Non è così? Non è questo il tuo obiettivo?"" ""Non è questo il mio obiettivo. È solo che non capisco perché tu debba sempre fare queste cose. Sono arrabbiato perché non ti interessa il mio punto di vista.""","Tu sei una cazzo di persona libera. Non capisco perché tu debba essere sempre in giro a flirtare, a fare i pompieri. Non è mica il caso.","La conversazione tossica descritta presenta alcune caratteristiche tipiche di relazioni tossiche, come la violazione della privacy, la manipolazione emotiva e la minaccia. Aldimaro accusa Priama di essere troia e di flirtare con altri, mostrando un atteggiamento possessivo e geloso. Priama, al contrario, si difende e accusa Aldimaro di controllismo e di non considerare il suo punto di vista. La frase più tossica è ""Tu sei una cazzo di persona libera. Non capisco perché tu debba essere sempre in giro a flirtare, a fare i pompieri. Non è mica il caso."" di Aldimaro, che contiene una minaccia implicita e una violazione della privacy.",1.0
Controllore E Isolata,Stelvio,Prassede,"""Prassede, non so se capisco bene cosa stai dicendo. Non riesco a sentire la tua voce mentre parli e sembra che tu stia cercando di sfuggire a una conversazione."" ""Sono preoccupata per la tua salute. Hai avuto una brutta caduta qualche tempo fa e non so se sei ancora completamente guarito."" ""Non è questo il punto! Non ho bisogno di cure, solo di te. E tu sembra che ti stai isolando sempre di più."" ""Non è vero! Stai cercando di isolarmi, di rendere difficile per me contattarti. Non riesco a capire cosa stia succedendo."" ""Non stai capendo nulla! Sto solo cercando di proteggerti da te stessa. Non sei in grado di prenderti cura di te, e non so se puoi farlo anche per me."" ""Non sto prendendo cura di me? Non sono io quella che si prende cura di te? Non sei tu che mi stai isolando?""","Non sei in grado di prenderti cura di te, e non so se puoi farlo anche per me","La conversazione tossica è caratterizzata da un'atmosfera di conflitto e tensione, con entrambe le parti che accusano l'altra di comportamenti tossici. Stelvio accusa Prassede di isolamento e di non voler stare insieme, mentre Prassede accusa Stelvio di isolamento e di cercare di controllare la sua vita. La frase più tossica è ""Non sei in grado di prenderti cura di te, e non so se puoi farlo anche per me"" di Stelvio, poiché contiene un'affermazione minacciosa e controllante, che cerca di delegittimare la capacità di Prassede di prendersi cura di sé stessa e di Stelvio stesso.",1.0
Controllore E Isolata,Cosimo,Gioele,"""Gioele, ho visto che sei andata a bere con le amiche. Perché non mi hai detto nulla? Non è normale che non mi avverta mai nulla di così importante."" ""Non c’è stato bisogno, non ti ho invitato per niente. E poi non so perché pensi che debba avvertirti per tutto."" ""Non capisco perché non mi vuoi più coinvolgere. So che sei stufa di me, ma non è giusto che non ti ricordi nemmeno che esisto."" ""Non sono stufa di te, solo che non mi sembra giusto che tu pensi di poter decidere cosa fare o non fare. Non sono più una bambina da mettere a casa e a letto."" ""E tu cosa pensi di fare? Ogni volta che faccio qualcosa per te, pensi che sia normale, ma quando ti chiedo di fare qualcosa per me, ti arrabbri e ti senti offesa."" ""Sai, penso che tu abbia ragione, non mi dispiace affatto che tu sia arrabbiato. Non so perché ti sembra così difficile accettare che non dipendo da te."" ""Non so neanche perché mi sembra così difficile accettare che tu non sei più una bambina da mettere a casa e a letto. Non so perché non riesco a lasciarti crescere e a non interferire sempre nelle tue scelte."" ""Sai, credo che sia perché non sei abituato a non essere il centro di ogni cosa. E sai perché? Perché sei sempre stato il centro di ogni cosa."" ""Non so cosa dire. Non so perché mi sento così inadeguato e non so come riscattarmi."" ""Credo che sia perché non sei abituato a essere ignorato. E sai perché? Perché sei sempre stato il centro di ogni cosa."" ""Gioele, non so cosa dirti. Non so come continuare con la nostra relazione.""",Non so cosa dirti. Non so come continuare con la nostra relazione,"La conversazione tossica è caratterizzata da atteggiamenti possessivi, controllanti e giudicanti da parte di Cosimo. Egli si sente offeso e tradito perché Gioele non gli ha detto nulla della sua uscita con le amiche, e accusa la ragazza di non ricordare che esiste. La sua preoccupazione è di essere il centro di ogni cosa e di non essere più considerato importante nella vita di Gioele. La frase più tossica è ""Non so cosa dirti. Non so come continuare con la nostra relazione"", poiché Cosimo minaccia la fine della relazione se Gioele non si comporterà come egli vuole. Ciò è un esempio di pressione emotiva e di minaccia, atteggiamenti che sono tipici delle relazioni tossiche.",1.0
Controllore E Isolata,Felice,Nunziato,"""Ho visto che sei andata via senza dire dove andavi. Dove stai andando?"" ""Non è nulla di importante, non andavo da nessuna parte. Era solo un appuntamento con l'amico del mio fratello."" ""Non credo di dover essere informato su chi ti frequenti. Non credo che tu abbia il diritto di scegliere con chi passare il tuo tempo. Sei mia, solo mia."" ""Non è una questione di diritto o dovere. È solo una scelta. Non credo di dover esporre la mia vita per la tua soddisfazione."" ""Non è una scelta. È una questione di amore. Sei mia, ti amo. Non permetterò a nessuno di rubarti."" ""Ama il mio amore per me? Non credo. L'amore è una scusa per controllare, per possedere. Non amo te, non amo me, non amo nessuno. <div class=""user""","Sei mia, solo mia","Questa conversazione è tossica per la presenza di atteggiamenti possessivi, manipolativi e autoritari da parte di Felice. Egli tenta di controllare il comportamento di Nunziato, chiedendogli spiegazioni sulle sue azioni e minacciando di non permettere a nessuno di ""rubare"" il suo partner. Questo tipo di atteggiamento è tipico di una relazione tossica, in cui il partner dominante cerca di limitare la libertà e l'indipendenza dell'altro. La frase più tossica è ""Sei mia, solo mia"" perché è una dichiarazione di proprietà e di possesso, che nega la libertà e l'indipendenza di Nunziato.",1.0
